3.24e-05
3.18e-05
3.7e-05
3.8e-05
3.81e-05
3.95e-05
3.14e-05
3.74e-05
4.94e-05
5.26e-05
3.32e-05
3.71e-05
3.77e-05
3.75e-05
3.81e-05
3.79e-05
4.13e-05
4.12e-05
6.65e-05
3.79e-05
5.46e-05
5.19e-05
3.2e-05
4.16e-05
3.35e-05
3.8e-05
3.84e-05
0.0001015
5.32e-05
3.78e-05
tsp_6_1.txt;4.26167e-05;132; [0 1 2 3 4 5 0]

3.46e-05
4.1e-05
3.84e-05
3.44e-05
3.98e-05
3.99e-05
3.83e-05
4.05e-05
4e-05
4.15e-05
4.21e-05
4.04e-05
3.97e-05
3.91e-05
3.33e-05
3.84e-05
3.96e-05
4.12e-05
3.48e-05
4.19e-05
3.88e-05
3.95e-05
5.35e-05
4.29e-05
3.98e-05
3.92e-05
4.02e-05
8.06e-05
4.19e-05
3.57e-05
tsp_6_2.txt;4.10333e-05;80; [0 5 1 2 3 4 0]

0.0852145
0.0826064
0.0839667
0.0850421
0.0442059
0.0404056
0.0477299
0.0481373
0.050897
0.0450351
0.024965
0.0212353
0.0214352
0.0219342
0.0196459
0.0254785
0.0266443
0.0259314
0.0381953
0.0457273
0.0420293
0.0479041
0.0498375
0.0821766
0.0365718
0.0217489
0.0181552
0.0190333
0.0177382
0.0176168
tsp_10.txt;0.0412415;212; [0 3 4 2 8 7 6 9 1 5 0]

